StreetNumber,StreetName,StreetNamePostType,Directional,strLocation,dtTime,streetID,VehicleName,Latitude,Longitude
539,SEVENTH NORTH,ST, ,539 SEVENTH NORTH ST & WOLF S,6/2/2016 8:44,12575599,DP1,-76.1562857464,43.0818339163
900,ONONDAGA ,ST,W ,900 ONONDAGA ST W & FITCH ST,6/7/2016 14:01,12573251,DP1,-76.1662969493,43.0346746015
428,COLVIN ,ST,E ,428 COLVIN ST E & BERWYN AVE,6/24/2016 9:17,12577307,DP2,-76.1392266404,43.0260094057
101,MERZ ,AVE, ,101 MERZ AVE,7/8/2016 9:02,12580127,DP2,-76.1385804373,43.0634941104
809,WALNUT ,AVE, ,809 WALNUT AVE & MARSHALL ST,7/8/2016 11:53,12578105,DP2,-76.1321982396,43.0416627049
2923,SALINA ,ST,S ,2923-25 SALINA ST S                               ,8/1/2016 7:56,12576853,DP2,-76.1421629366,43.0189791013
160,HALL ,AVE, ,160 HALL AVE                                      ,8/3/2016 7:37,12576722,DP2,-76.1443617429,43.0123999023
1246,CANAL ,ST, ,1246 CANAL ST SYRACUSE 13210                      ,8/5/2016 11:19,13001865,DP1,-76.1103059278,43.0547471078
220,LYNCH ,AVE, ,220 LYNCH AVE & FLETCHER AVE                      ,8/18/2016 6:41,12571913,DP2,-76.1664486478,43.0146997007
2308,GRANT ,BLVD, ,2308 GRANT BLVD & MCCHESNEY PK                    ,9/19/2016 10:32,12580572,DP2,-76.1457164473,43.0742319124
1525,GRANT ,BLVD, ,1525 GRANT BLVD & WOODRUFF AVE                    ,9/20/2016 10:41,12580305,DP2,-76.1378732386,43.0720502126
257,WOODRUFF ,AVE, ,257 WOODRUFF AVE                                  ,9/20/2016 10:59,12580295,DP2,-76.1378187378,43.0707617138
517,LEMOYNE ,AVE, ,517-19 LEMOYNE AVE,4/13/2016 13:28,12575264,DP2,-76.1616599446,43.072038112
415,CLINTON ,ST,S ,415-17 CLINTON ST S,4/14/2016 9:59,12573747,DP2,-76.1534811432,43.047419409
749,GENESEE ,ST,W ,749-61 GENESEE ST W TO PARK AVE,4/14/2016 14:12,12573791,DP1,-76.1648022514,43.0535122091
134,MERRITT ,AVE, ,134 MERRITT AVE,4/16/2016 10:26,12571711,DP2,-76.1543234396,42.9990616001
304,ACADEMY ,PL, ,304 ACADEMY PL,4/19/2016 10:17,12576489,DP2,-76.1513467371,42.9934088992
247,ACADEMY ,PL, ,247 ACADEMY PL,4/19/2016 10:36,12576495,DP2,-76.1513366401,42.9941524003
210,ACADEMY ,PL, ,210 ACADEMY PL,4/19/2016 13:05,12576499,DP2,-76.1515467381,42.9957556966
134,NORMANOR ,DR, ,134 NORMANOR DR,4/20/2016 9:44,12576513,DP2,-76.1507534358,42.9959986992
116,SEYMOUR ,ST, ,116-18 SEYMOUR ST,4/22/2016 10:46,12573670,DP1,-76.1551041474,43.0426302082
5813,SALINA ,ST,S ,5813 SALINA ST S,4/25/2016 11:07,12564396,DP2,-76.1438202385,42.9866155959
101,OAKLEY ,DR, ,101 OAKLEY DR & SALINA ST S,4/25/2016 11:12,12564369,DP2,-76.1439489401,42.987311597
120,JULIAN ,PL, ,120 JULIAN PL,4/27/2016 10:06,12577142,DP2,-76.1109454294,43.0217649024
3308,SALINA ,ST,S ,3308 SALINA ST S,4/27/2016 13:18,12576772,DP2,-76.1412079376,43.0157854032
116,ONONDAGA ,AVE, ,116 ONONDAGA AVE,4/30/2016 9:55,12573252,DP2,-76.1648486494,43.0336937023
239,RIDER ,AVE, ,239 RIDER AVE,4/30/2016 10:22,12572901,DP2,-76.179434451,43.0285842053
315,OAKLEY ,DR, ,315-23 OAKLEY DR,5/3/2016 8:51,12564406,DP2,-76.1370361345,42.9873653955
143,CONIFER ,DR, ,143 CONIFER DR,5/3/2016 11:20,12564411,DP2,-76.1407167388,42.9906323975
115,CONIFER ,DR, ,115 CONIFER DR,5/3/2016 13:02,12564411,DP2,-76.1426096329,42.9905843973
222,ORLANDO ,AVE, ,222 ORLANDO AVE & MONTICELLO,5/12/2016 12:59,12576622,DP2,-76.1386757395,43.0016584017
326,RANDOLPH ,ST, ,326 RANDOLPH ST,5/16/2016 16:21,12576618,DP2,-76.1416574366,43.003372402
306,SENECA ,DR, ,306 SENECA DR,5/17/2016 9:36,12576620,DP1,-76.1400884391,43.0023158988
110,CRIPPEN ,PL, ,110 CRIPPEN PL,5/18/2016 10:08,12576586,DP1,-76.1441282348,43.0042741974
490,PLUM ,ST, ,490-98 PLUM ST,5/19/2016 13:43,12573828,DP1,-76.1606674499,43.0553939084
1025,BALLANTYNE ,RD, ,1025 BALLANTYNE RD & SHERLEY D,5/21/2016 9:03,12571937,DP1,-76.155057444,43.0094047016
602,ATLANTIC ,AVE, ,602 ATLANTIC AVE,5/21/2016 10:52,12571933,DP1,-76.1556782428,43.0111394004
149,MAXWELL ,AVE, ,149 MAXWELL AVE & MAINS AVE,5/26/2016 13:53,12571760,DP1,-76.1569054402,43.0057352025
226,MILBURN ,DR, ,226 MILBURN DR,6/1/2016 8:59,12576573,DP1,-76.1510294432,43.0033256994
205,MORTON ,ST, ,205 MORTON ST & MYRTLE AVE,6/4/2016 12:04,12572770,DP1,-76.1981364589,43.0538631072
136,BEATTIE ,ST, ,136 BEATTIE ST,6/6/2016 11:37,12578829,DP1,-76.1086409273,43.0520514086
218,HARRIETTE ,AVE, ,218 HARRIETTE AVE,6/22/2016 9:13,12576983,DP2,-76.1303661345,43.0234477049
331,MEADOWBROOK ,DR, ,331 MEADOWBROOK DR,6/23/2016 8:46,13002085,DP2,-76.1182202292,43.026454107
640,CUMBERLAND ,AVE, ,640 CUMBERLAND AVE,6/23/2016 13:37,12578494,DP2,-76.1125354295,43.0335439061
262,KENSINGTON ,PL, ,262 KENSINGTON PL & ANDOVER R,6/23/2016 15:18,12577529,DP2,-76.1199462342,43.0279256038
1133,SALINA ,ST,S ,1133-37 SALINA ST S & RAYNOR AVE,6/24/2016 13:23,12577344,DP2,-76.1493961443,43.0356104025
110,SALISBURY ,RD, ,110 SALISBURY RD SYRACUSE 13219,6/25/2016 8:46,12572689,DP2,-76.1905512553,43.0425791039
103,MERZ ,AVE, ,103 MERZ AVE,7/8/2016 8:58,12580127,DP2,-76.1385799432,43.0635564135
109,EASTVIEW ,AVE, ,109 EASTVIEW AVE,7/8/2016 9:39,13006017,DP2,-76.1652366498,43.0278076035
300,MILBURN ,DR, ,300-02 MILBURN DR & CORTLAND PL                   ,8/8/2016 8:04,12576574,DP2,-76.1504572433,43.0028346005
850,LAFAYETTE ,AVE,W ,850 LAFAYETTE AVE W                               ,8/16/2016 10:37,12572067,DP2,-76.1570554409,43.0182029034
1037,ACKERMAN ,AVE, ,1037-39 ACKERMAN AVE                              ,9/16/2016 6:51,12577537,DP2,-76.1236607319,43.0307847087
215,COMSTOCK ,AVE, ,215 COMSTOCK AVE & HARRISON S,4/14/2016 9:01,12578124,DP2,-76.1301764373,43.0441507067
100,INVERNESS ,PL, ,100 INVERNESS PL & HUNTINGTON,4/18/2016 10:34,13006926,DP1,-76.1955234574,43.0306267038
606,ROWLAND ,ST, ,606 ROWLAND ST,4/19/2016 12:59,12573006,DP1,-76.1802607483,43.0356784071
139,ACADEMY ,PL, ,139 ACADEMY PL & NORMANOR DR,4/19/2016 13:09,12576499,DP2,-76.1515331376,42.9959048951
1316,STOLP ,AVE, ,1316 STOLP AVE,4/20/2016 9:57,12572903,DP1,-76.1835481511,43.0297369052
4804,SALINA ,ST,S ,4804 SALINA ST S & SENECA TNPK,4/25/2016 8:58,12576554,DP2,-76.1428591399,43.0002393991
5571,SALINA ,ST,S ,5571 SALINA ST S,4/25/2016 11:19,12564377,DP2,-76.1442506393,42.9891346954
3101,SALINA ,ST,S ,3101 SALINA ST S & NEWELL ST E,4/27/2016 11:15,12576844,DP2,-76.1416392367,43.0177282055
110,PARRISH ,LANE, ,110 PARRISH LANE & GARY AVE,4/28/2016 11:30,12564389,DP2,-76.1423752354,42.9856341983
145,HARDING ,PL, ,145 HARDING PL,5/6/2016 9:26,12576524,DP2,-76.1420084353,42.9934718978
224,WARRINGTON ,RD,E ,224 WARRINGTON RD E & LATTER,5/6/2016 9:50,12576538,DP2,-76.1386827374,42.9942618974
209,LORRAINE ,AVE, ,209 LORRAINE AVE,5/12/2016 10:21,12576974,DP1,-76.1321487334,43.0238129013
311,CLARENCE ,AVE, ,311 CLARENCE AVE & SENECA DR,5/17/2016 11:15,12576644,DP1,-76.1396741361,43.004384202
329,SHIRLEY ,DR, ,329 SHIRLEY DR,5/21/2016 9:14,12571937,DP1,-76.154891642,43.0087083989
1727,SOUTH ,AVE, ,1727-29 SOUTH AVE & MARGUERITE AV,5/24/2016 9:07,12572073,DP1,-76.1597872447,43.0201022035
204,MARGUERITE ,AVE, ,204 MARGUERITE AVE,5/24/2016 9:24,12572077,DP1,-76.1560277413,43.0200298995
732,NEWELL ,ST,W ,732 NEWELL ST W,5/24/2016 11:30,12571967,DP1,-76.1591801452,43.0163277021
628,VALLEY ,DR, ,628 VALLEY DR & VALLEY VIEW D,5/26/2016 9:11,12571923,DP1,-76.1572236415,43.009900103
212,CAMP ,AVE, ,212 CAMP AVE,5/26/2016 9:39,12571764,DP1,-76.1587617459,43.0078506022
120,CAMP ,AVE, ,120 CAMP AVE,5/26/2016 10:16,12571771,DP1,-76.1568892436,43.0080269014
148,MAXWELL ,AVE, ,148 MAXWELL AVE & MAINS AVE,5/26/2016 14:12,13020786,DP1,-76.1571914459,43.0063520979
208,ENGLEWOOD ,AVE, ,208 ENGLEWOOD AVE,5/27/2016 9:33,12571772,DP1,-76.1555739394,43.0048007001
1023,VALLEY ,DR, ,1023 VALLEY DR & FISH AVE,5/31/2016 15:46,12571780,DP1,-76.1544252456,43.0067849004
499,WARREN ,ST,S ,499 WARREN ST S TO ONONDAGA S,6/7/2016 11:52,12577678,DP1,-76.1510536438,43.0458831043
116,ARLINGTON ,AVE, ,116 ARLINGTON AVE,6/17/2016 10:56,12572035,DP1,-76.1669352472,43.022863201
900,DANFORTH ,ST, ,900 DANFORTH ST & FIRST NORTH,6/20/2016 9:47,12575322,DP1,-76.1536406481,43.0712884141
252,HARRIETTE ,AVE, ,252 HARRIETTE AVE,6/22/2016 9:34,12576983,DP2,-76.1302661341,43.0224741066
644,CUMBERLAND ,AVE, ,644-48 CUMBERLAND AVE,6/23/2016 13:28,12578494,DP2,-76.1125331298,43.0333386046
103,DODGE ,DR, ,103 DODGE DR,6/24/2016 14:21,12577029,DP2,-76.1203442328,43.0239651052
328,PARK ,ST, ,328 PARK ST & MERZ AVE,7/8/2016 9:08,12580127,DP2,-76.1385517451,43.063265912
101,ARLINGTON ,AVE, ,101 ARLINGTON AVE,7/8/2016 10:12,12572035,DP2,-76.1670524504,43.023416904
245,ARLINGTON ,AVE, ,245-47 ARLINGTON AVE & CHARMOUTH                  ,7/30/2016 9:35,12572032,DP2,-76.1664674495,43.0212923993
111,CLAYTON ,AVE, ,111 CLAYTON AVE & LYNCH AVE                       ,8/18/2016 7:14,12571906,DP2,-76.1687016494,43.0145716978
234,LAFAYETTE ,RD, ,234 LAFAYETTE RD                                  ,8/24/2016 7:13,12576656,DP2,-76.1308959339,42.9969911007
504,STATE FAIR,BLVD, ,504-08 STATE FAIR BLVD                            ,8/24/2016 10:06,12574976,DP2,-76.1813552556,43.0592319119
722,HAMILTON ,ST, ,722 HAMILTON ST & MYRTLE AVE                      ,8/25/2016 10:26,12572684,DP2,-76.1940166592,43.0478199058
312,MYRTLE ,AVE, ,312 MYRTLE AVE & HAMILTON ST                      ,8/25/2016 10:31,12572682,DP2,-76.1937519617,43.0475621077
305,WOODRUFF ,AVE, ,305-07 WOODRUFF AVE                               ,9/20/2016 10:52,12580305,DP2,-76.1378774427,43.0712474133
214,ALVORD ,ST,S ,214 ALVORD ST S                                   ,9/21/2016 7:01,12580033,DP2,-76.1437454447,43.0611614135
536,CORTLAND ,AVE, ,536 CORTLAND AVE & DEARBORN P,4/15/2016 9:10,12573213,DP1,-76.1569289402,43.0292806045
117,CHAFFEE ,AVE,E ,117 CHAFFEE AVE E,4/18/2016 11:31,12576514,DP2,-76.1508986395,42.9978346999
238,ACADEMY ,PL, ,238 ACADEMY PL,4/19/2016 10:49,12576495,DP2,-76.151418243,42.9943432004
130,FISCOE ,AVE, ,130 FISCOE AVE,4/21/2016 10:17,12576504,DP2,-76.145163139,42.9927951001
5426,SALINA ,ST,S ,5426 SALINA ST S,4/25/2016 10:18,12564383,DP2,-76.1441109333,42.9912995994
5423,SALINA ,ST,S ,5423 SALINA ST S & SEARLWYN RD,4/25/2016 11:32,12564412,DP2,-76.1438812341,42.9914672003
761,ONONDAGA ,ST,W ,761-65 ONONDAGA ST W & TALLMAN S,4/30/2016 9:27,12573268,DP2,-76.1638396437,43.035841908
397,KENNEDY ,ST,W ,397 KENNEDY ST W & SOUTH AVE,4/30/2016 13:01,12573187,DP2,-76.1579439466,43.0275442051
145,BISSELL ,ST,E ,145-49 BISSELL ST E,5/9/2016 10:11,12573177,DP2,-76.1573926415,43.0252176011
131,WARRINGTON ,RD,E ,131 WARRINGTON RD E,5/9/2016 10:52,12576528,DP2,-76.1424287391,42.9943725967
137,MONTICELLO ,DR,N ,137 MONTICELLO DR N,5/12/2016 12:27,12576622,DP2,-76.1387266381,43.0012665976
137,MONTICELLO ,DR,N ,137 MONTICELLO DR N,5/12/2016 12:40,12576622,DP2,-76.138674437,43.0013396003
222,ORLANDO ,AVE, ,222 ORLANDO AVE & MONTICELLO,5/12/2016 12:58,12576622,DP2,-76.1386699364,43.0015391027
174,FLORENCE ,AVE,W ,174 FLORENCE AVE W,5/16/2016 11:00,12576599,DP2,-76.1460991386,43.006947598
627,WATER ,ST,E ,627 WATER ST E & ALMOND ST &,5/16/2016 15:09,13001854,DP2,-76.1424696394,43.0505244102
400,SUNRISE ,DR, ,400 SUNRISE DR,5/17/2016 13:37,12576539,DP1,-76.1375869365,42.9935876972
409,SUNRISE ,DR, ,409 SUNRISE DR,5/17/2016 13:41,12576539,DP1,-76.1373919392,42.9929611989
401,SPENCER ,ST, ,401 SPENCER ST,5/19/2016 10:05,12575051,DP1,-76.1650167512,43.0568801098
413,FRANKLIN ,ST,N ,413 FRANKLIN ST N & RT 690,5/19/2016 14:03,13020304,DP1,-76.1566942463,43.0548024096
413,FRANKLIN ,ST,N ,413 FRANKLIN ST N & RT 690,5/19/2016 14:06,13020791,DP1,-76.156553642,43.0547652114
320,TRACY ,ST, ,320 TRACY ST & LEAVENWORTH AV,5/19/2016 15:05,12573768,DP1,-76.1631832447,43.0506376076
329,SHIRLEY ,DR, ,329 SHIRLEY DR,5/21/2016 9:17,12571937,DP1,-76.1549117463,43.0086626003
603,BRIGHTON ,AVE,W ,603 BRIGHTON AVE W & HUNT AVE,5/23/2016 15:21,12572097,DP1,-76.1556001432,43.0190861043
720,NEWELL ,ST,W ,720 NEWELL ST W,5/24/2016 11:18,12571967,DP1,-76.1582676455,43.0163984012
212,ENGLEWOOD ,AVE, ,212 ENGLEWOOD AVE,5/27/2016 9:32,12571772,DP1,-76.1557499463,43.0047603971
444,SENECA ,TNPK,W ,444-46 SENECA TNPK W & SMITH RD,5/31/2016 10:31,12571746,DP1,-76.1552114422,43.0026393989
203,LOWELL ,AVE,N ,203 LOWELL AVE N & ULSTER ST,6/1/2016 13:12,12573388,DP1,-76.1833312528,43.0489096047
108,CORNING ,AVE,W ,108-10 CORNING AVE W,6/3/2016 10:51,12576806,DP1,-76.1428009381,43.0187815997
136,CORNING ,AVE,W ,136 CORNING AVE W,6/3/2016 11:08,12576806,DP1,-76.1437144349,43.0186117022
228,BRUCE ,ST, ,228 BRUCE ST,6/6/2016 9:15,12578791,DP1,-76.1118096267,43.0495551079
2200,FAYETTE ,ST,E ,2200-02 FAYETTE ST E & CROLY ST,6/17/2016 8:11,12578715,DP1,-76.112608229,43.0477352074
229,VINCENT ,ST, ,229 VINCENT ST & LORRAINE AVE,6/22/2016 13:21,12576977,DP2,-76.131840234,43.0213259006
600,COLVIN ,ST,E ,600-04 COLVIN ST E & BENEDICT AV,6/24/2016 10:34,12576899,DP2,-76.1381964344,43.0260479019
328,PARK ,ST, ,328 PARK ST & MERZ AVE,7/8/2016 9:10,12580127,DP2,-76.1385391417,43.0632382092
126,KEEN ,PL, ,126 KEEN PL                                       ,8/6/2016 7:37,12571964,DP2,-76.1585241415,43.0153931046
110,CLAYTON ,AVE, ,110 CLAYTON AVE & LYNCH AVE                       ,8/18/2016 7:31,12571819,DP2,-76.1692561435,43.0145727027
312,MYRTLE ,AVE, ,312 MYRTLE AVE & HAMILTON ST                      ,8/25/2016 10:36,12572682,DP2,-76.1936599562,43.0473451087
2102,EUCLID ,AVE, ,2102 EUCLID AVE                                   ,9/1/2016 5:10,12578655,DP2,-76.0994429244,43.0376281109
150,HAZELHURST ,AVE, ,150 HAZELHURST AVE                                ,9/21/2016 6:05,12581042,DP2,-76.1127726297,43.0709367167
208,GIFFORD ,ST, ,208-10 GIFFORD ST TO MCCORMICK A,4/15/2016 8:49,12573662,DP2,-76.156827745,43.0435332063
1516,GENESEE ,ST,W ,1516 GENESEE ST W,4/15/2016 13:17,12573486,DP2,-76.1847592507,43.0523281061
100,HOPPER ,RD, ,100 HOPPER RD & SENECA TNPK W,4/18/2016 9:15,12571720,DP2,-76.1588919387,43.0028785968
225,LONG MEADOW,DR, ,225 LONG MEADOW DR & HILTON R,4/21/2016 13:27,12564378,DP2,-76.1466442363,42.9904516985
149,CHESTER ,ST, ,149 CHESTER ST & HOVEY ST,4/22/2016 9:25,12573224,DP1,-76.1574509422,43.0313879043
811,WEST ,ST,S ,811 WEST ST S & S WEST ST ART,4/22/2016 10:51,13002343,DP1,-76.1572232462,43.0416846071
799,ALMOND ,ST, ,799 ALMOND ST SYRACUSE 13210,4/23/2016 8:58,12577749,DP2,-76.1421957431,43.0443982054
701,FAYETTE ,ST,E ,701-03 FAYETTE ST E & ALMOND ST,4/23/2016 9:50,12577797,DP2,-76.1421027405,43.0486371063
5821,SALINA ,ST,S ,5821 SALINA ST S,4/25/2016 11:04,12564396,DP2,-76.1437571408,42.9863055943
3123,SALINA ,ST,S ,3123 SALINA ST S & PLEASANT AV,4/27/2016 11:42,12576843,DP2,-76.1413941404,43.0171836004
109,EDNA ,RD, ,109 EDNA RD,4/28/2016 11:02,12564393,DP2,-76.1416002319,42.9851011964
1283,CANAL ,ST, ,1283 CANAL ST SYRACUSE 13210,4/28/2016 13:50,13001865,DP2,-76.1065026315,43.0552866076
125,EDNA ,RD, ,125 EDNA RD,4/29/2016 13:28,12564393,DP2,-76.1407037402,42.985187197
241,MAPLEWOOD ,AVE, ,241 MAPLEWOOD AVE & HILLSIDE,5/3/2016 9:46,12564415,DP2,-76.1384806344,42.9882815998
111,CONIFER ,DR, ,111 CONIFER DR,5/3/2016 13:06,12564411,DP2,-76.1427809326,42.9905751981
1100,BELLEVUE ,AVE, ,1100 BELLEVUE AVE & BRADLEY ST,5/4/2016 13:04,12573047,DP2,-76.1729411496,43.0329671021
212,SENECA ,TNPK,E ,212 SENECA TNPK E & MUNSON DR,5/5/2016 9:37,12576555,DP2,-76.1397002322,43.0002501014
201,HARDING ,PL, ,201 HARDING PL & COLDBROOK DR,5/6/2016 9:39,12576537,DP2,-76.1396797326,42.993581396
122,COOLIDGE ,AVE, ,122 COOLIDGE AVE,5/7/2016 8:08,12573261,DP2,-76.1635902445,43.0346671029
162,BISSELL ,ST,E ,162-64 BISSELL ST E,5/9/2016 9:53,12573177,DP2,-76.1571372415,43.0246462026
140,MONTICELLO ,DR,N ,140 MONTICELLO DR N,5/12/2016 12:45,12576622,DP2,-76.1385927352,43.0014463976
425,JAMESVILLE ,AVE, ,425 JAMESVILLE AVE,5/12/2016 13:01,13002071,DP1,-76.1332161386,43.0216704021
342,FLORENCE ,AVE,E ,342 FLORENCE AVE E & SPRINGBR,5/16/2016 10:07,12576651,DP2,-76.1388256324,43.0069236995
101,SPRINGBROOK ,AVE, ,101 SPRINGBROOK AVE,5/16/2016 10:16,12576652,DP2,-76.1388057347,43.0075231027
124,CLARENCE ,AVE, ,124-26 CLARENCE AVE & RANDOLPH S,5/16/2016 15:51,12576618,DP2,-76.1417131411,43.0039407006
500,ERIE ,BLVD,W ,500-02 ERIE BLVD W & PLUM ST & T,5/19/2016 8:19,12573775,DP1,-76.16048025,43.0502111075
126,EVANS ,ST, ,126 EVANS ST,5/19/2016 13:41,12573828,DP1,-76.1610232456,43.055433909
428,FRANKLIN ,ST,N ,428 FRANKLIN ST N,5/19/2016 14:25,12573962,DP1,-76.1552447427,43.0553057087
1202,MCBRIDE ,ST,S ,1202-04 MCBRIDE ST S & TAYLOR ST,5/23/2016 12:00,12577468,DP1,-76.1438767425,43.0395292065
118,MAINS ,AVE, ,118 MAINS AVE,5/26/2016 14:43,12571770,DP1,-76.1576916458,43.0072536
116,ENGLEWOOD ,AVE, ,116 ENGLEWOOD AVE,5/27/2016 9:42,12571773,DP1,-76.1549576412,43.0049712007
151,CORTLAND ,PL, ,151 CORTLAND PL,6/1/2016 8:58,12576573,DP1,-76.1511166427,43.0032891006
304,ESSEX ,ST, ,304 ESSEX ST,6/7/2016 8:20,12572774,DP1,-76.1976227573,43.0548357087
320,KENSINGTON ,PL, ,320 KENSINGTON PL,6/23/2016 9:19,12577528,DP2,-76.1194874286,43.0269439072
600,COLVIN ,ST,E ,600-04 COLVIN ST E & BENEDICT AV,6/24/2016 10:51,12576899,DP2,-76.1381934341,43.026154203
115,CLARENCE ,AVE, ,115 CLARENCE AVE                                  ,8/18/2016 4:08,12576614,DP2,-76.1424827368,43.0042578987
740,LAUREL ,ST,E ,740 LAUREL ST E                                   ,9/21/2016 6:55,12580033,DP2,-76.144009244,43.0607624084
101,GEDDES ,ST,N ,101-03 GEDDES ST N & ERIE BLVD W                  ,9/26/2016 6:23,12573466,DP2,-76.1715677513,43.0480904056
995,JAMES ,ST, ,995 JAMES ST & OAK ST,4/12/2016 8:15,12580319,DP1,-76.1345336347,43.0592969105
414,CORTLAND ,AVE, ,414 CORTLAND AVE,4/15/2016 8:55,12573231,DP1,-76.1543687416,43.0310332069
1418,GRANT ,BLVD, ,1418 GRANT BLVD & MAYAR ST,4/15/2016 11:21,12580311,DP1,-76.1367067402,43.0724431137
301,ERIE ,BLVD,E ,301-31 ERIE BLVD E & OSWEGO BLVD,4/15/2016 12:58,12577858,DP2,-76.1494887427,43.050967411
132,CHAFFEE ,AVE, ,132 CHAFFEE AVE,4/16/2016 10:51,12571703,DP2,-76.1540769419,42.9976828977
132,CHAFFEE ,AVE, ,132 CHAFFEE AVE,4/16/2016 10:51,12571703,DP2,-76.1540899405,42.9976865967
5316,SALINA ,ST,S ,5316-18 SALINA ST S & FISCOE AVE,4/21/2016 10:26,12576504,DP2,-76.1445532368,42.9928058956
134,SPAULDING ,AVE, ,134 SPAULDING AVE,4/22/2016 10:47,12564368,DP2,-76.1453024407,42.9870406979
134,SPAULDING ,AVE, ,134 SPAULDING AVE,4/22/2016 10:48,12564368,DP2,-76.1452659332,42.9870371954
108,JEFFERSON ,ST,W ,108 JEFFERSON ST W #601,4/30/2016 9:10,12573747,DP2,-76.1534429469,43.0471867065
5423,SALINA ,ST,S ,5423 SALINA ST S & SEARLWYN RD,5/4/2016 9:08,12564412,DP2,-76.1436117395,42.9915308974
187,SEARLWYN ,RD, ,187 SEARLWYN RD,5/4/2016 9:51,12564412,DP2,-76.140493238,42.9915595985
195,SEARLWYN ,RD, ,195 SEARLWYN RD & COLDBROOK D,5/4/2016 9:56,12564412,DP2,-76.1401631341,42.9915931948
1925,VALLEY ,DR, ,1925 VALLEY DR,5/5/2016 13:10,12571709,DP2,-76.152805143,42.9968478968
111,HARDING ,PL, ,111 HARDING PL & SALINA ST S,5/6/2016 9:02,12576524,DP2,-76.1430932409,42.9934481977
159,BISSELL ,ST,E ,159 BISSELL ST E,5/9/2016 9:57,12573177,DP2,-76.1572287439,43.0248506006
203,CHELTENHAM ,RD,E ,203 CHELTENHAM RD E & COLDBRO,5/9/2016 13:04,12576543,DP2,-76.1400494343,42.9952853981
177,FLORENCE ,AVE,W ,177 FLORENCE AVE W,5/16/2016 10:56,12576599,DP2,-76.1464392407,43.0068208993
205,ORLANDO ,AVE, ,205 ORLANDO AVE & SENECA DR,5/17/2016 9:41,12576620,DP1,-76.1401054353,43.0020954024
312,SENECA ,DR, ,312 SENECA DR & ORLANDO AVE,5/17/2016 9:51,12576620,DP1,-76.1401577352,43.001954201
243,FERNDALE ,DR, ,243 FERNDALE DR,5/18/2016 11:38,12576581,DP1,-76.1458554346,43.0040318975
141,GLEN ,AVE,W ,141-43 GLEN AVE W,5/19/2016 14:40,12576629,DP2,-76.1449172341,43.0054996026
724,SENECA ,TNPK,W ,724-32 SENECA TNPK W & SENECA PL,5/24/2016 9:55,12571728,DP1,-76.1596464427,43.0036546994
1921,GENESEE ,ST,W ,1921 GENESEE ST W & MYRTLE AVE,5/24/2016 12:32,12572685,DP1,-76.1951934612,43.0494651077
212,ENGLEWOOD ,AVE, ,212 ENGLEWOOD AVE,5/27/2016 9:32,12571772,DP1,-76.1557497397,43.0047467
921,BALLANTYNE ,RD, ,921 BALLANTYNE RD & LOOMIS AV,5/31/2016 15:12,12571938,DP1,-76.1541989421,43.009443898
501,BRIGHTON ,AVE, ,501 BRIGHTON AVE W REAR,6/1/2016 10:21,12572106,DP1,-76.1540132423,43.0191597033
501,KIRK PARK,DR, ,501 KIRK PARK DR SYRACUSE 13205,6/1/2016 10:23,12572108,DP1,-76.1540564423,43.0193994017
801,AVERY ,AVE, ,801 AVERY AVE & HERKIMER ST,6/4/2016 11:28,12572757,DP1,-76.1948859589,43.0523567066
1133,SALINA ,ST,S ,1133-37 SALINA ST S & RAYNOR AVE,6/24/2016 13:20,12577345,DP2,-76.1493542379,43.035406408
128,SALISBURY ,RD, ,128 SALISBURY RD SYRACUSE 13219,6/25/2016 8:16,12572689,DP2,-76.1921911568,43.0424932034
219,SHIRLEY ,DR, ,219 SHIRLEY DR & BALLANTYNE R                     ,8/8/2016 7:31,12571940,DP2,-76.1552569419,43.0097723988
844,VAN RENSSELAER,ST, ,844 VAN RENSSELAER ST SYRACUSE 13204              ,8/11/2016 5:52,12575011,DP1,-76.1720842556,43.0623764096
2025,VALLEY ,DR, ,2025 VALLEY DR                                    ,8/12/2016 7:02,12571701,DP2,-76.1527637397,42.9952448984
1283,CANAL ,ST, ,1283 CANAL ST SYRACUSE 13210                      ,8/15/2016 11:45,13001865,DP1,-76.1064466306,43.0553239105
504,STATE FAIR,BLVD, ,504-08 STATE FAIR BLVD                            ,8/24/2016 10:34,12574976,DP2,-76.1814106547,43.0591506095
808,WADSWORTH ,ST, ,808-10 WADSWORTH ST                               ,9/20/2016 10:31,12580660,DP2,-76.1396264446,43.0779124151
101,GEDDES ,ST,S ,101 GEDDES ST S & ERIE BLVD W                     ,9/26/2016 6:32,13002381,DP2,-76.1704842483,43.0480206095
937,LEMOYNE ,AVE, ,937 LEMOYNE AVE & FOURTH NORT,4/13/2016 11:24,12575506,DP2,-76.1576522457,43.0772194157
2043,BELLEVUE ,AVE, ,2043 BELLEVUE AVE & AUSTIN AVE,4/18/2016 11:07,12572335,DP1,-76.1883439509,43.0312804039
314,GRANT ,AVE, ,314-16 GRANT AVE,4/19/2016 10:04,12572965,DP1,-76.1760637474,43.0318264008
202,WARRINGTON ,RD,W ,202 WARRINGTON RD W,4/21/2016 8:46,12576509,DP2,-76.1456127368,42.9944119012
131,PARKWAY ,DR, ,131 PARKWAY DR TO TEMPLE PL,4/21/2016 10:52,12572060,DP1,-76.1605979473,43.0241254062
